srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
59.166.0.8,15518,149.171.126.6,80,tcp,FIN,1.095271,1684,10168,31,29,3,5,http,11423.65723,70148.85156,14,18,255,255,2790209205,645795425,120,565,1,3924,8789.909027,7700.55495,1424251689,1424251691,84.222998,64.400059,0.000578,0.000465,0.000113,0,0,1.0,, ,1,2,7,4,1,1,2,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,2E-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259746,1424259746,0.002,0.0,0.0,0.0,0.0,0,0,,, ,1,1,1,1,1,1,1,,0
59.166.0.7,48656,149.171.126.1,2628,tcp,FIN,0.059884,2766,28404,31,29,7,16,-,361231.7188,3712110.0,44,46,255,255,1598131174,3765444770,63,617,0,0,79.59005,78.02967,1424254057,1424254057,1.385419,1.319133,0.000649,0.00052,0.000129,0,0,,, ,3,4,2,4,1,1,2,,0
59.166.0.4,54561,149.171.126.3,143,tcp,FIN,0.784888,7798,14894,31,29,30,32,-,78839.27344,150604.9219,122,126,255,255,1185669835,1187207074,64,118,0,0,414.758256,413.148306,1424250781,1424250782,6.483901,6.325847,0.000595,0.000481,0.000114,0,0,,, ,5,1,1,1,1,1,2,,0
175.45.176.1,47439,149.171.126.14,53,udp,INT,1E-05,114,0,254,0,0,0,dns,45600000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424251991,1424251991,0.01,0.0,0.0,0.0,0.0,0,2,,, ,22,22,18,18,18,18,22,Generic,1
59.166.0.4,13166,149.171.126.2,5190,tcp,FIN,0.005655,1958,2308,31,29,6,6,-,2644031.75,3129266.25,22,24,255,255,458335504,458641012,89,96,0,0,15.363242,13.25019,1424257384,1424257384,0.252,0.217652,0.000785,0.000641,0.000144,0,0,,, ,6,8,2,1,1,1,4,,0
59.166.0.8,19450,149.171.126.7,64272,tcp,FIN,0.006758,4264,2456,31,29,7,7,-,4768275.0,2746374.75,18,18,255,255,3718301251,3717380508,237,136,0,0,18.962729,0.53631,1424254186,1424254186,0.378706,0.366,0.000671,0.000533,0.000138,0,0,,, ,6,6,3,2,1,1,3,,0
59.166.0.7,56849,149.171.126.0,22,tcp,FIN,0.019469,12648,13202,31,29,35,33,ssh,5156094.0,5381272.5,126,124,255,255,545908007,546265740,100,106,0,0,11.324286,0.0,1424254664,1424254664,0.159582,0.156975,0.000817,0.000664,0.000153,0,0,,, ,1,1,2,5,1,1,2,,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,4E-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424253862,1424253862,0.004,0.0,0.0,0.0,0.0,0,2,,, ,30,30,16,16,16,16,30,Generic,1
149.171.126.14,1043,175.45.176.1,53,udp,INT,1E-06,264,0,60,0,0,0,dns,1056000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424251931,1424251931,0.001,0.0,0.0,0.0,0.0,0,0,,, ,28,28,12,12,12,12,28,,0
59.166.0.5,21838,149.171.126.7,47777,udp,CON,0.001667,528,304,31,29,0,0,-,1900419.875,1094181.125,4,4,0,0,0,0,132,76,0,0,0.605519,0.266116,1424257276,1424257276,0.432667,0.192667,0.0,0.0,0.0,0,0,,, ,3,6,3,3,1,1,3,,0
59.166.0.5,64616,149.171.126.6,5190,tcp,FIN,0.005717,1920,4312,31,29,6,6,-,2564981.75,5783453.0,22,24,255,255,1466188686,3611832222,87,180,0,0,0.0,12.882728,1424250896,1424250896,0.255429,0.22487,0.000665,0.000541,0.000124,0,0,,, ,7,5,1,1,1,1,2,,0
59.166.0.6,25066,149.171.126.5,80,tcp,FIN,1.016123,1580,10168,31,29,3,5,http,11408.06738,75612.89063,12,18,255,255,2071911435,2072971204,132,565,1,3924,9539.946129,7683.572503,1424251602,1424251603,92.34073,59.740236,0.000684,0.000538,0.000146,0,0,1.0,, ,4,3,6,5,2,1,1,,0
175.45.176.0,47439,149.171.126.10,53,udp,INT,7E-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259018,1424259018,0.007,0.0,0.0,0.0,0.0,0,2,,, ,25,25,16,16,16,16,25,Generic,1
59.166.0.4,32803,149.171.126.5,80,tcp,FIN,1.088807,1684,10168,31,29,3,5,http,11491.47656,70565.30469,14,18,255,255,459700513,460704133,120,565,1,3924,8795.974381,7702.313697,1424254399,1424254400,83.728151,64.018824,0.000599,0.000483,0.000116,0,0,1.0,, ,1,1,1,3,1,1,2,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,5E-06,264,0,60,0,0,0,dns,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259023,1424259023,0.005,0.0,0.0,0.0,0.0,0,0,,, ,43,43,37,37,37,18,43,,0
59.166.0.4,24267,149.171.126.9,53,udp,CON,0.000996,146,178,31,29,0,0,dns,586345.375,714859.4375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424259198,1424259198,0.009,0.002,0.0,0.0,0.0,0,0,,, ,2,2,2,3,2,1,1,,0
149.171.126.10,47439,175.45.176.0,53,udp,INT,2E-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424260671,1424260671,0.002,0.0,0.0,0.0,0.0,0,0,,, ,25,25,13,13,13,13,25,,0
59.166.0.7,13395,149.171.126.7,30906,tcp,FIN,0.046399,320,1816,31,29,1,2,ftp-data,46035.47266,273971.4063,6,8,255,255,160280357,2312205874,53,227,0,0,643.591849,15.769823,1424251241,1424251241,9.2164,6.564143,0.000562,0.000447,0.000115,0,0,,, ,5,3,1,3,1,1,5,,0
175.45.176.0,1043,149.171.126.10,53,udp,INT,9E-06,114,0,254,0,0,0,dns,50666664.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424262011,1424262011,0.009,0.0,0.0,0.0,0.0,0,2,,, ,17,17,17,17,17,17,17,Generic,1
59.166.0.1,23416,149.171.126.5,21320,tcp,FIN,0.14728,4966,82278,31,29,7,36,-,266648.5625,4417273.5,86,86,255,255,75060570,2244140276,58,957,0,0,105.721383,2.878602,1424254477,1424254477,1.728671,1.726447,0.000669,0.000527,0.000142,0,0,,, ,2,2,1,2,1,1,1,,0
59.166.0.6,41736,149.171.126.4,11092,tcp,FIN,0.016918,2766,26496,31,29,7,16,-,1278638.125,12256768.0,44,46,255,255,4147880464,1998558215,63,576,0,0,0.0,23.695635,1424256831,1424256831,0.386047,0.371636,0.000688,0.000564,0.000124,0,0,,, ,8,7,7,4,1,1,8,,0
59.166.0.3,1599,149.171.126.7,53,udp,CON,0.001145,146,178,31,29,0,0,dns,510043.6875,621834.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424256138,1424256138,0.002,0.002,0.0,0.0,0.0,0,0,,, ,4,6,2,4,4,2,2,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,5E-06,264,0,60,0,0,0,dns,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253359,1424253359,0.005,0.0,0.0,0.0,0.0,0,0,,, ,35,35,23,23,23,23,35,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,8E-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424260192,1424260192,0.008,0.0,0.0,0.0,0.0,0,0,,, ,15,15,15,15,15,15,15,,0
175.45.176.0,1043,149.171.126.10,53,udp,INT,8E-06,114,0,254,0,0,0,dns,57000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260245,1424260245,0.008,0.0,0.0,0.0,0.0,0,2,,, ,14,14,12,12,12,12,14,Generic,1
59.166.0.6,50672,149.171.126.5,80,tcp,FIN,1.029944,1580,10168,31,29,3,5,http,11254.98145,74598.23438,12,18,255,255,2031743983,2032727083,132,565,1,3924,9532.451893,7677.296117,1424259226,1424259227,93.598815,60.553823,0.000646,0.000525,0.000121,0,0,1.0,, ,2,1,8,5,2,1,1,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,3E-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259784,1424259784,0.003,0.0,0.0,0.0,0.0,0,0,,, ,19,19,20,18,18,18,19,,0
175.45.176.2,0,149.171.126.17,0,unas,INT,9E-06,200,0,254,0,0,0,-,88888888.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424258856,1424258856,0.009,0.0,0.0,0.0,0.0,0,2,,, ,6,6,2,3,2,2,6,DoS,1
59.166.0.1,28278,149.171.126.2,53,udp,CON,0.001075,146,178,31,29,0,0,dns,543255.8125,662325.5625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424251959,1424251959,0.008,0.007,0.0,0.0,0.0,0,0,,, ,5,3,2,2,1,1,2,,0
149.171.126.14,47439,175.45.176.1,53,udp,INT,1E-05,264,0,60,0,0,0,dns,105600000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424252035,1424252035,0.01,0.0,0.0,0.0,0.0,0,0,,, ,34,34,34,34,34,15,34,,0
149.171.126.10,47439,175.45.176.0,53,udp,INT,4E-06,264,0,60,0,0,0,dns,264000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424260577,1424260577,0.004,0.0,0.0,0.0,0.0,0,0,,, ,36,36,19,19,19,19,36,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,2.8E-05,264,0,60,0,0,0,dns,37714284.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424255200,1424255200,0.028,0.0,0.0,0.0,0.0,0,0,,, ,31,31,23,23,23,23,31,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,5E-06,264,0,60,0,0,0,dns,211200000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424260769,1424260769,0.005,0.0,0.0,0.0,0.0,0,0,,, ,43,43,37,37,37,18,43,,0
59.166.0.5,8336,149.171.126.6,48733,tcp,FIN,0.019852,2646,25470,31,29,7,15,-,1040902.688,10031030.0,42,44,255,255,1211339807,1211651945,63,579,0,0,28.568501,28.347176,1424256948,1424256948,0.476268,0.447884,0.000704,0.000584,0.00012,0,0,,, ,4,5,4,5,1,1,2,,0
59.166.0.3,40587,149.171.126.6,4842,tcp,FIN,0.023748,3078,32296,31,29,7,18,-,1016338.25,10653192.0,50,48,255,255,4129105158,4133550903,62,673,0,0,30.03198,0.77915,1424254734,1424254734,0.47751,0.494149,0.000652,0.00052,0.000132,0,0,,, ,4,9,5,2,1,1,1,,0
59.166.0.1,11491,149.171.126.6,9453,tcp,FIN,0.043002,4862,81270,31,29,7,36,-,893911.9375,14943492.0,84,86,255,255,3109004964,973479450,58,945,0,0,31.563101,30.801331,1424253068,1424253068,0.527037,0.511072,0.000722,0.000582,0.00014,0,0,,, ,4,1,1,2,1,1,1,,0
59.166.0.5,63103,149.171.126.2,1453,tcp,FIN,0.013942,2646,25470,31,29,7,15,-,1482140.25,14283173.0,42,44,255,255,213792024,2363633548,63,579,0,0,20.050171,18.958858,1424256936,1424256936,0.332366,0.312302,0.000633,0.000508,0.000125,0,0,,, ,8,4,5,7,1,1,2,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,3E-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424261072,1424261072,0.003,0.0,0.0,0.0,0.0,0,0,,, ,21,21,18,18,18,18,21,,0
59.166.0.2,29541,149.171.126.2,6881,tcp,FIN,0.02004,1540,1644,31,29,4,4,-,576447.125,619960.0625,16,18,255,255,2147708468,2153211112,96,91,0,0,81.627691,2.164472,1424254971,1424254971,1.315667,1.152765,0.000554,0.00044,0.000114,0,0,,, ,10,10,8,9,6,1,7,,0
59.166.0.0,4577,149.171.126.9,143,tcp,FIN,0.035227,7800,14864,31,29,30,32,-,1757061.25,3349022.0,122,126,255,255,3354790808,1206278376,64,118,0,0,18.62621,16.177627,1424259983,1424259983,0.305895,0.277976,0.000598,0.000474,0.000124,0,0,,, ,3,4,3,3,1,1,1,,0
59.166.0.8,42492,149.171.126.4,21,tcp,FIN,0.043515,2934,3742,31,29,11,15,ftp,529104.875,675261.375,52,54,255,255,143922067,144899181,56,69,0,0,85.076156,2.361388,1424255869,1424255869,0.86416,0.811641,0.00061,0.000495,0.000115,0,0,,1.0,1,1,1,8,10,1,1,4,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,3E-06,264,0,60,0,0,0,dns,352000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424261178,1424261178,0.003,0.0,0.0,0.0,0.0,0,0,,, ,18,18,18,18,18,18,18,,0
59.166.0.9,56468,149.171.126.0,55126,tcp,FIN,0.501418,4512,3080,31,29,7,7,-,69419.125,47513.25391,28,30,255,255,239987466,343116739,161,103,0,0,985.304371,24.602072,1424261027,1424261028,18.559444,17.272689,0.000624,0.000509,0.000115,0,0,,, ,2,1,1,3,1,1,1,,0
59.166.0.9,62263,149.171.126.6,6881,tcp,FIN,0.986999,10302,420722,31,29,17,152,-,83031.49219,3400084.5,176,340,255,255,3147880957,1002903129,59,1237,0,0,1486.129288,1066.485255,1424254639,1424254640,5.63812,2.910056,0.000611,0.000487,0.000124,0,0,,, ,3,2,1,2,1,1,2,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,8E-06,264,0,60,0,0,0,dns,132000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424254769,1424254769,0.008,0.0,0.0,0.0,0.0,0,0,,, ,30,30,22,22,22,22,30,,0
59.166.0.4,38943,149.171.126.7,111,udp,CON,0.007082,568,312,31,29,0,0,-,481220.0,264332.125,4,4,0,0,0,0,142,78,0,0,2.837855,2.63468,1424257899,1424257899,2.014667,1.87,0.0,0.0,0.0,0,0,,, ,6,6,4,5,1,1,3,,0
175.45.176.3,57303,149.171.126.13,21,tcp,FIN,0.827086,696,682,254,252,3,4,ftp,6171.063477,6054.993164,12,12,255,255,3644812205,2036302270,58,57,0,0,3827.189033,92.973602,1424251900,1424251901,75.189639,72.365547,0.093291,0.030067,0.063224,0,1,,, ,2,2,1,1,1,1,2, Fuzzers ,1
175.45.176.1,47439,149.171.126.14,53,udp,INT,4E-06,114,0,254,0,0,0,dns,114000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424254347,1424254347,0.004,0.0,0.0,0.0,0.0,0,2,,, ,18,18,18,20,18,18,18,Generic,1
59.166.0.2,45060,149.171.126.8,5190,tcp,FIN,0.005455,1958,2308,31,29,6,6,-,2740971.75,3243996.5,22,24,255,255,1472860218,3622744838,89,96,0,0,15.00223,12.439745,1424252357,1424252357,0.243619,0.21087,0.00072,0.000596,0.000124,0,0,,, ,3,4,1,4,1,1,2,,0
175.45.176.0,47439,149.171.126.10,53,udp,INT,6E-06,114,0,254,0,0,0,dns,76000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259782,1424259782,0.006,0.0,0.0,0.0,0.0,0,2,,, ,19,19,2,2,2,2,19,Generic,1
175.45.176.0,1043,149.171.126.10,53,udp,INT,3E-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260861,1424260861,0.003,0.0,0.0,0.0,0.0,0,2,,, ,16,16,17,16,16,16,16,Generic,1
59.166.0.8,15579,149.171.126.1,25,tcp,FIN,0.021273,37192,3276,31,29,18,8,smtp,13717670.0,1201523.0,52,40,255,255,2000205308,2001259428,715,82,0,0,22.807549,1.130701,1424258342,1424258342,0.41049,0.531564,0.00068,0.000539,0.000141,0,0,,, ,1,1,7,5,1,1,4,,0
59.166.0.4,47329,149.171.126.3,53,udp,CON,0.001017,146,178,31,29,0,0,dns,574238.0,700098.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424252618,1424252618,0.01,0.009,0.0,0.0,0.0,0,0,,, ,2,3,3,3,2,1,1,,0
59.166.0.8,1134,149.171.126.8,6881,tcp,FIN,0.024883,1540,1644,31,29,4,4,-,464252.6875,499296.7188,16,18,255,255,1859143485,1865780567,96,91,0,0,100.593047,2.426978,1424261939,1424261939,1.6388,1.378235,0.001564,0.00145,0.000114,0,0,,, ,9,4,3,4,3,1,3,,0
59.166.0.5,50711,149.171.126.7,53,udp,CON,0.000986,132,164,31,29,0,0,dns,535496.9375,665314.375,2,2,0,0,0,0,66,82,0,0,0.0,0.0,1424250136,1424250136,0.003,0.006,0.0,0.0,0.0,0,0,,, ,3,2,1,5,2,1,1,,0
59.166.0.9,48021,149.171.126.5,53,udp,CON,0.00107,146,178,31,29,0,0,dns,545794.375,665420.5625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424261349,1424261349,0.003,0.001,0.0,0.0,0.0,0,0,,, ,3,2,1,1,1,1,3,,0
59.166.0.2,36371,149.171.126.5,5190,tcp,FIN,0.004218,1470,1728,31,29,5,4,-,2662873.5,3044096.75,22,14,255,255,3065918682,3061972534,67,123,0,0,12.30202,0.360797,1424256400,1424256400,0.200857,0.273462,0.000689,0.000546,0.000143,0,0,,, ,6,4,1,2,1,1,1,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,6E-06,264,0,60,0,0,0,dns,176000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424261567,1424261567,0.006,0.0,0.0,0.0,0.0,0,0,,, ,26,26,18,18,18,18,26,,0
175.45.176.1,21182,149.171.126.12,179,tcp,FIN,0.980983,792,678,254,252,4,4,-,6002.142578,5072.462891,14,12,255,255,3333463748,3039532083,57,57,0,0,4153.287249,154.007688,1424258489,1424258490,75.415,86.81282,0.115318,0.026038,0.08928,0,1,,, ,4,4,1,1,1,1,4,,0
149.171.126.10,47439,175.45.176.0,53,udp,INT,2E-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259255,1424259255,0.002,0.0,0.0,0.0,0.0,0,0,,, ,37,37,37,37,37,19,37,,0
59.166.0.4,12982,149.171.126.8,25,tcp,FIN,0.066208,37206,3380,31,29,18,8,smtp,4409256.0,398743.375,52,42,255,255,317500553,318461330,716,80,0,0,89.811979,4.228773,1424260483,1424260483,1.31744,1.603146,0.000585,0.000474,0.000111,0,0,,, ,1,1,5,4,1,1,1,,0
59.166.0.4,2887,149.171.126.4,6881,tcp,FIN,0.020338,1540,1644,31,29,4,4,-,568000.75,610876.1875,16,18,255,255,2033976789,4183335055,96,91,0,0,80.571087,2.469892,1424261903,1424261903,1.334533,1.168882,0.000705,0.000465,0.00024,0,0,,, ,14,12,7,10,7,1,6,,0
175.45.176.0,1043,149.171.126.10,53,udp,INT,7E-06,114,0,254,0,0,0,dns,65142856.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424260552,1424260552,0.007,0.0,0.0,0.0,0.0,0,2,,, ,26,26,17,17,17,17,26,Generic,1
175.45.176.0,1043,149.171.126.10,53,udp,INT,3E-06,114,0,254,0,0,0,dns,152000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424259016,1424259016,0.003,0.0,0.0,0.0,0.0,0,2,,, ,33,33,17,19,17,17,33,Generic,1
59.166.0.9,37559,149.171.126.6,23511,tcp,FIN,0.061988,5486,95164,31,29,7,42,-,700651.75,12156288.0,96,98,255,255,3483709682,1334419727,57,971,0,0,37.922523,37.570779,1424260295,1424260295,0.648137,0.640198,0.000634,0.000522,0.000112,0,0,,, ,7,5,6,4,1,1,1,,0
59.166.0.3,42705,149.171.126.5,80,tcp,FIN,1.079177,1684,10168,31,29,3,5,http,11594.02051,71194.99219,14,18,255,255,1374033052,1374958774,120,565,1,3924,9245.114109,8098.365812,1424250424,1424250425,82.987464,63.451118,0.000617,0.000505,0.000112,0,0,1.0,, ,3,1,8,2,1,1,1,,0
59.166.0.1,64869,149.171.126.7,53,udp,CON,0.001025,130,162,31,29,0,0,dns,507317.0625,632195.125,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424258750,1424258750,0.004,0.007,0.0,0.0,0.0,0,0,,, ,1,4,2,1,1,1,1,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,6E-06,264,0,60,0,0,0,dns,176000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253604,1424253604,0.006,0.0,0.0,0.0,0.0,0,0,,, ,35,35,27,27,27,15,35,,0
59.166.0.7,26137,149.171.126.2,53,udp,CON,0.000995,146,178,31,29,0,0,dns,586934.6875,715577.875,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424252081,1424252081,0.002,0.006,0.0,0.0,0.0,0,0,,, ,4,1,1,1,1,1,1,,0
149.171.126.10,47439,175.45.176.0,53,udp,INT,2E-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259059,1424259059,0.002,0.0,0.0,0.0,0.0,0,0,,, ,44,44,36,36,36,19,44,,0
59.166.0.3,54596,149.171.126.4,53,udp,CON,0.001025,146,178,31,29,0,0,dns,569756.125,694634.125,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424253042,1424253042,0.007,0.001,0.0,0.0,0.0,0,0,,, ,4,3,3,9,1,1,3,,0
59.166.0.1,13244,149.171.126.8,38807,tcp,FIN,0.116549,5278,91194,31,29,7,39,-,358372.875,6191593.0,92,92,255,255,2556014050,2583539025,57,991,0,0,81.858902,2.212538,1424257885,1424257885,1.305753,1.289444,0.000622,0.000496,0.000126,0,0,,, ,4,7,2,2,1,1,1,,0
59.166.0.1,26885,149.171.126.3,25,tcp,FIN,0.465725,37346,3380,31,29,18,8,smtp,629178.1875,56685.8125,52,42,255,255,2854052483,711669955,718,80,0,0,777.17351,25.900811,1424257456,1424257456,9.125255,11.262683,0.004103,0.003952,0.000151,0,0,,, ,1,2,5,4,1,1,5,,0
175.45.176.0,0,149.171.126.17,0,unas,INT,4E-06,200,0,254,0,0,0,-,200000000.0,0.0,2,0,0,0,0,0,100,0,0,0,0.0,0.0,1424251723,1424251723,0.004,0.0,0.0,0.0,0.0,0,2,,, ,5,5,5,6,5,5,5,Exploits,1
175.45.176.0,1043,149.171.126.10,53,udp,INT,5E-06,114,0,254,0,0,0,dns,91200000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424261650,1424261650,0.005,0.0,0.0,0.0,0.0,0,2,,, ,2,2,2,2,2,2,2,Generic,1
59.166.0.5,51220,149.171.126.7,27768,tcp,FIN,0.03392,3614,45422,31,29,7,24,-,838207.5,10540094.0,60,62,255,255,369257918,2540709442,60,733,0,0,0.0,39.814454,1424258679,1424258679,0.579397,0.557267,0.000607,0.000481,0.000126,0,0,,, ,3,7,2,5,1,1,1,,0
59.166.0.3,1086,149.171.126.5,80,tcp,FIN,1.00477,1580,10168,31,29,3,5,http,11536.96777,76467.25,12,18,255,255,2280408589,131894281,132,565,1,0,9524.058072,7674.996134,1424259022,1424259023,91.310818,59.071585,0.000666,0.000549,0.000117,0,0,1.0,, ,1,1,5,1,1,1,1,,0
59.166.0.3,15527,149.171.126.7,80,tcp,FIN,1.087122,1684,10168,31,29,3,5,http,11509.28809,70674.67969,14,18,255,255,1679177265,1680156829,120,565,1,3924,9174.285391,8032.069959,1424254286,1424254287,83.597,63.916588,0.000677,0.000535,0.000142,0,0,1.0,, ,1,1,5,1,1,1,1,,0
59.166.0.3,47712,149.171.126.4,57854,tcp,FIN,0.012876,2542,23354,31,29,7,14,-,1540229.875,14164647.0,40,42,255,255,374894206,375213632,64,556,0,0,18.580401,17.455413,1424253894,1424253894,0.322051,0.299098,0.000748,0.000604,0.000144,0,0,,, ,7,2,1,2,1,1,1,,0
59.166.0.4,1980,149.171.126.1,32685,tcp,FIN,0.016847,2958,32648,31,29,7,18,-,1375675.25,15193685.0,48,50,255,255,4250927427,4254181953,62,653,0,0,21.163235,20.142033,1424258045,1424258045,0.359522,0.333796,0.000744,0.000485,0.000259,0,0,,, ,3,7,2,4,1,1,2,,0
149.171.126.14,1043,175.45.176.1,53,udp,INT,1.4E-05,264,0,60,0,0,0,dns,75428568.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424253381,1424253381,0.014,0.0,0.0,0.0,0.0,0,0,,, ,29,29,15,15,15,7,29,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,2E-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424262057,1424262057,0.002,0.0,0.0,0.0,0.0,0,0,,, ,23,23,18,18,18,18,23,,0
59.166.0.4,14030,149.171.126.0,53,udp,CON,0.000999,130,162,31,29,0,0,dns,520520.5,648648.625,2,2,0,0,0,0,65,81,0,0,0.0,0.0,1424256493,1424256493,0.001,0.003,0.0,0.0,0.0,0,0,,, ,2,2,1,6,1,1,1,,0
175.45.176.1,1043,149.171.126.14,53,udp,INT,1E-06,114,0,254,0,0,0,dns,456000000.0,0.0,2,0,0,0,0,0,57,0,0,0,0.0,0.0,1424251727,1424251727,0.001,0.0,0.0,0.0,0.0,0,2,,, ,30,30,30,30,30,13,30,Generic,1
59.166.0.2,20011,149.171.126.3,17675,udp,CON,0.001699,520,304,31,29,0,0,-,1836374.375,1073572.625,4,4,0,0,0,0,130,76,0,0,0.611176,0.288742,1424250688,1424250688,0.436667,0.208667,0.0,0.0,0.0,0,0,,, ,7,6,3,4,1,1,3,,0
59.166.0.2,26967,149.171.126.1,53,udp,CON,0.001016,146,178,31,29,0,0,dns,574803.125,700787.375,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424260941,1424260941,0.001,0.001,0.0,0.0,0.0,0,0,,, ,4,1,2,7,1,1,1,,0
59.166.0.2,29911,149.171.126.1,53,udp,CON,0.001051,146,178,31,29,0,0,dns,555661.3125,677450.0625,2,2,0,0,0,0,73,89,0,0,0.0,0.0,1424261846,1424261846,0.008,0.007,0.0,0.0,0.0,0,0,,, ,1,2,2,3,1,1,2,,0
59.166.0.7,60611,149.171.126.6,6881,tcp,FIN,0.38799,1540,1644,31,29,4,4,-,29773.96289,32021.44336,16,18,255,255,4260223796,2195214466,96,91,0,0,1734.455526,41.164539,1424251871,1424251871,25.832267,24.2195,0.000591,0.000477,0.000114,0,0,,, ,4,4,4,4,2,1,4,,0
59.166.0.7,36970,149.171.126.1,27413,udp,CON,0.0017,544,304,31,29,0,0,-,1920000.0,1072941.125,4,4,0,0,0,0,136,76,0,0,0.622018,0.287085,1424253545,1424253545,0.446333,0.208,0.0,0.0,0.0,0,0,,, ,2,4,4,5,1,1,2,,0
149.171.126.10,1043,175.45.176.0,53,udp,INT,2E-06,264,0,60,0,0,0,dns,528000000.0,0.0,2,0,0,0,0,0,132,0,0,0,0.0,0.0,1424259847,1424259847,0.002,0.0,0.0,0.0,0.0,0,0,,, ,23,23,18,18,18,18,23,,0
